# This data file is derived from:
# Peter M. Blau, Otis Dudley Duncan, David L. Featherman, and Robert M. Hauser. 
# OCCUPATIONAL CHANGES IN A GENERATION 1962 AND 1973 [Computer File].
# Madison, WI: University of Wisconsin [producer], 1983.
# Ann Arbor, MI: Inter-university Consortium for Political and Social Research
#  [distributor], 1994.

# the first value in each row is the case number, 1 to 20,700
# missing values are encoded as NA
# scaled.weight = 0.62*weight/mean(weight) where 0.62 is the design effect
#   for the survey

# for the definitions of the other variables, see the on-line supplemental
# Chapter 26 to Fox, Applied Regression Analysis and Generalized Linear Models,
# Third Edition.

education.father ses.father education ses.first ses age race weight scaled.weight
16375 2 14 5 33 42 43 white 1.60211 0.457088326453844
16376 2 54 4 22 15 34 white 1.60905 0.459068335932338
16377 0 14 4 17 14 61 white 1.57224 0.448566297185457
16378 0 14 1 17 17 61 white 1.32196 0.377160422217528
16379 3 14 4 7 14 53 white 1.62059 0.462360743624243
16380 2 14 6 39 52 54 white 1.60496 0.45790144273824
16381 0 8 1 5 14 51 white 1.61539 0.46087716303517
16382 0 14 1 3 14 28 white 1.64016 0.467944142110428
16383 1 14 4 17 17 28 white 1.70561 0.486617286255589
16384 5 61 6 6 79 58 white 1.48841 0.424649266265841
16385 5 NA 5 40 52 53 white 1.53419 0.437710481528873
16386 4 71 7 79 79 50 white 1.6155 0.460908546470708
16387 8 84 7 NA 84 50 white 1.51938 0.433485129889609
16388 3 14 4 7 37 44 white 3.04624 0.869104333395809
16389 3 9 3 9 15 47 white 3.22565 0.920290716758427
16390 3 14 2 20 2 54 white 1.62059 0.462360743624243
16391 3 14 3 17 2 29 white 1.94243 0.554182969929493
16392 3 14 4 21 34 35 white 1.66637 0.475421958887275
16393 1 14 1 NA 47 37 white 8.38436 2.39209110534642
16394 2 14 2 2 2 24 white 1.92983 0.550588140040585
16395 2 47 2 15 24 32 white 8.32637 2.37554632873866
16396 3 2 8 83 83 24 white 1.69371 0.483222169138287
16397 6 78 5 22 44 31 white 1.64224 0.468537574346057
16398 2 44 5 16 19 23 white 1.80316 0.514448687498682
16399 3 2 5 12 59 23 white 1.67 0.476457612260032
16400 4 51 6 86 40 26 white 2.07754 0.592730387889046
16401 5 44 5 15 82 48 white 1.56984 0.447881567682808
16402 3 2 7 42 72 28 white 1.68071 0.479513217665604
16403 3 59 7 72 72 48 white 2.07978 0.593369468758185
16404 3 9 3 7 2 41 white 1.98577 0.5665480435315
16405 1 2 2 44 2 36 white 1.90259 0.542816460185518
16406 2 NA 3 2 7 37 white 1.71572 0.489501709285498
16407 3 14 3 15 2 42 white 1.52102 0.433953028383086
16408 1 14 1 2 19 46 white 1.53331 0.437459414044569
16409 1 2 5 19 NA 23 white 1.71058 0.488035246933991
16410 2 14 2 6 12 33 negro 1.44226 0.411482488537817
16411 4 44 4 44 23 21 white 1.59825 0.455987053170417
16412 3 53 5 6 79 32 white 1.53115 0.436843157492185
16413 2 14 4 8 12 26 negro 1.79548 0.512257553090205
16414 1 14 3 17 17 31 negro 2.14067 0.610741626848313
16415 2 27 5 27 33 46 white 1.63307 0.465921337038018
16416 0 6 3 5 10 58 negro 1.81871 0.51888516406793
16417 1 NA 0 64 19 42 negro 1.67377 0.47753320818711
16418 1 NA 1 3 5 48 negro 2.19641 0.62664446954734
16419 1 14 1 6 7 47 negro 1.52476 0.435020065191381
16420 3 14 3 14 14 56 white 1.6911 0.482477525804156
16421 3 14 3 17 14 35 white 1.5992 0.456258091931882
16422 2 14 2 17 14 48 white 1.96733 0.561287038519478
16423 2 49 2 17 10 29 white 1.67079 0.476683002387987
16424 0 14 1 14 14 63 white 1.70712 0.487048095234339
16425 1 14 2 14 14 57 white 1.67291 0.477287846781994
16426 0 14 0 NA NA 62 white 1.80639 0.515370219287664
16427 2 14 2 17 19 37 white 1.70722 0.487076625630283
16428 0 8 1 3 3 25 white 1.70457 0.486320570137774
16429 3 14 5 6 14 44 white 1.75944 0.50197519839209
16430 1 6 5 6 14 50 white 1.75109 0.49959291033079
16431 3 14 2 18 9 24 white 1.62952 0.464908507982016
16432 7 14 5 14 15 33 white 1.6057 0.458112567668224
16433 1 14 1 7 12 57 white 1.68281 0.480112355980422
16434 1 14 1 61 NA 51 white 1.89075 0.539438461305782
16435 3 14 4 17 NA 59 white 1.67598 0.478163729937466
16436 2 14 2 17 9 31 white 1.91528 0.546436967430775
16437 NA 14 1 17 NA 58 white 1.68281 0.480112355980422
16438 1 14 3 17 14 36 white 1.65711 0.472780044222887
16439 0 16 4 1 70 54 white 1.61865 0.461807253942935
16440 0 16 4 27 16 56 white 3.81899 1.08957296805086
16441 2 19 3 17 16 52 white 2.37142 0.676575515488434
16442 4 14 3 6 NA 61 white 1.53411 0.437687657212118
16443 1 2 2 6 15 25 white 1.94221 0.554120203058417
16444 2 14 3 14 14 38 white 1.6646 0.474916970879071
16445 NA 6 4 6 9 46 white 1.69742 0.484280646827799
16446 4 17 5 17 17 21 white 1.62978 0.46498268701147
16447 3 14 3 14 14 36 white 1.46076 0.416760611787404
16448 2 14 4 40 44 38 white 6.17422 1.76152941243601
16449 3 14 3 40 2 39 white 3.33101 0.950350341924724
16450 2 6 2 2 9 39 white 3.33101 0.950350341924724
16451 4 33 7 39 78 30 white 13.27449 3.78726455650879
16452 3 14 2 17 9 48 white 3.49404 0.996863446431762
16453 3 14 2 2 61 54 white 3.29733 0.940741304570881
16454 3 40 5 NA NA 21 white 3.75215 1.07050325140208
16455 3 14 2 5 24 38 white 3.10189 0.884981498738486
16456 3 40 2 7 NA 54 white 3.60991 1.02992161621174
16457 2 14 3 36 36 34 white 3.57318 1.01944240178162
16458 1 31 4 2 21 30 white 3.16755 0.903714556715129
16459 NA NA 3 NA 49 48 white 14.58521 4.16121816222224
16460 2 41 4 19 18 42 white 3.33101 0.950350341924724
16461 1 3 3 7 27 39 white 14.06423 4.01258050543468
16462 1 14 1 NA 15 39 white 3.10189 0.884981498738486
16463 2 14 2 31 19 40 white 14.06423 4.01258050543468
16464 2 2 3 2 19 61 white 3.41587 0.97456123592256
16465 0 31 4 31 31 35 white 3.33101 0.950350341924724
16466 3 19 2 5 19 55 white 3.39144 0.967591260193511
16467 2 19 3 14 19 20 white 3.75215 1.07050325140208
16468 3 14 4 17 15 20 white 3.75215 1.07050325140208
16469 3 40 4 12 19 27 white 13.17323 3.75837467757618
16470 0 14 2 19 7 35 white 13.09683 3.73657745507518
16471 2 14 3 19 19 39 white 3.33101 0.950350341924724
16472 1 7 2 1 17 37 white 3.10189 0.884981498738486
16473 0 6 5 15 27 37 white 3.33101 0.950350341924724
16474 1 15 5 45 40 40 white 1.55144 0.442631974829164
16475 3 5 5 6 5 34 white 1.70634 0.486825558145978
16476 1 14 4 6 52 23 white 1.67 0.476457612260032
16477 2 14 5 23 22 28 white 1.68071 0.479513217665604
16478 3 14 5 2 66 52 white 1.57619 0.449693247825234
16479 6 66 6 12 32 22 white 1.86934 0.533330103534233
16480 2 14 2 17 14 64 white 1.87049 0.533658203087585
16481 2 14 4 17 17 20 white 2.1443 0.61177728022107
16482 3 2 3 34 NA 36 white 1.49984 0.427910290522208
16483 3 2 1 2 NA 51 white 1.99959 0.570490944250921
16484 3 14 3 2 NA 55 white 1.91479 0.546297168490651
16485 NA 14 3 4 2 54 white 1.95463 0.557663678234627
16486 NA NA 0 NA 15 26 negro 2.19142 0.625220802789748
16487 1 2 2 7 10 45 white 1.84098 0.525238883244595
16488 3 6 3 6 24 37 white 1.63609 0.466782954995519
16489 2 15 5 15 15 21 white 1.68421 0.480511781523634
16490 NA NA 3 15 NA 62 white 1.76967 0.504893857897132
16491 0 NA 5 7 65 44 white 1.56572 0.446706115369927
16492 NA 14 2 41 NA 63 white 1.49315 0.426001607033573
16493 2 41 3 NA NA 39 white 1.42128 0.405496811468825
16494 2 61 4 15 50 54 white 1.53907 0.439102764850927
16495 5 2 2 2 NA 58 white 1.81826 0.518756777286183
16496 0 49 2 7 2 52 white 0.57099 0.162905707799015
16497 3 14 5 8 15 26 white 2.19828 0.627177987951487
16498 2 2 5 2 9 36 white 0.35732 0.101944810786081
16499 1 14 3 14 NA 56 white 7.59702 2.16745988592318
16500 6 93 8 72 93 54 white 1.51116 0.431139931343036
16501 5 14 7 72 47 55 white 1.56086 0.445319538127062
16502 7 49 6 NA NA 20 white 1.72741 0.492836912571319
16503 2 61 8 19 62 54 white 1.53907 0.439102764850927
16504 8 92 6 23 44 57 white 1.5077 0.430152779643383
16505 2 14 2 7 19 43 white 1.73971 0.496346151272395
16506 5 49 8 44 67 33 white 1.87453 0.534810831083711
16507 1 14 6 2 NA 25 white 1.93225 0.551278575622423
16508 4 19 5 39 85 29 white 1.70826 0.487373341748097
16509 5 84 6 NA NA 21 white 1.68804 0.481604495688278
16510 2 14 6 61 59 58 white 1.5688 0.447584851564993
16511 3 14 5 66 70 49 white 1.63307 0.465921337038018
16512 4 61 6 NA NA 21 white 1.76848 0.504554346185402
16513 0 14 1 7 6 25 negro 1.1005 0.313977007360578
16514 3 61 4 44 64 32 white 1.59376 0.454706038392544
16515 3 14 5 14 53 43 white 1.66037 0.473710135130652
16516 2 6 0 6 6 53 negro 2.17522 0.620598878646866
16517 0 14 1 6 6 51 white 1.71086 0.488115132042634
16518 1 15 0 6 6 23 negro 2.35466 0.671793821128268
16519 1 14 4 6 61 31 negro 1.34049 0.382447104585898
16520 1 14 4 7 7 20 negro 2.17459 0.620419137152421
16521 2 14 6 7 44 42 white 1.68614 0.481062418165348
16522 0 14 1 6 14 61 negro 1.77557 0.506577151257812
16523 1 14 5 80 44 29 white 1.70535 0.486543107226135
16524 1 40 4 19 19 45 white 1.58792 0.453039863269431
16525 7 93 5 51 14 58 white 1.7114 0.48826919618073
16526 2 19 5 34 32 37 white 1.63771 0.467245147409807
16527 2 14 5 7 48 48 white 1.60642 0.458317986519018
16528 0 14 1 14 NA 61 negro 1.59263 0.45438364491838
16529 1 7 5 NA 41 34 white 1.58377 0.451855851837767
16530 2 33 5 19 73 42 white 3.27542 0.934490294819613
16531 4 14 4 19 27 30 white 1.77653 0.506851043058871
16532 1 6 3 NA 6 33 negro 1.41506 0.403722220841126
16533 2 14 1 6 6 54 negro 1.86116 0.530996317146037
16534 2 14 5 14 14 21 white 1.8745 0.534802271964928
16535 2 59 4 10 61 36 white 1.57659 0.449807369409008
16536 3 47 5 10 10 34 white 1.59797 0.455907168061775
16537 1 18 2 10 44 47 white 1.73547 0.495136462484382
16538 2 14 2 6 7 36 negro 4.24132 1.21006538923995
16539 4 15 4 16 49 25 white 1.49503 0.426537978477315
16540 2 15 5 21 NA 28 white 1.49503 0.426537978477315
16541 1 14 2 10 10 52 white 1.71657 0.48974421765102
16542 1 10 2 10 10 50 white 1.61466 0.46066889114478
16543 7 52 5 72 72 60 white 6.5554 1.87028157569426
16544 1 NA 1 0 4 57 negro 1.65671 0.472665922639112
16545 1 14 1 14 NA 52 white 1.53331 0.437459414044569
16546 2 7 5 72 72 26 negro 1.79811 0.513007902503525
16547 3 14 4 48 14 31 white 1.6096 0.459225253110029
16548 1 14 4 14 48 52 white 1.52078 0.433884555432821
16549 2 14 1 6 6 64 negro 1.45957 0.416421100075674
16550 4 14 3 6 NA 20 negro 1.60073 0.456694606989821
16551 4 14 1 17 6 55 negro 1.56597 0.446777441359786
16552 2 6 2 7 7 35 negro 1.7643 0.503361775634955
16553 1 14 4 4 15 27 negro 1.4873 0.424332578870866
16554 1 14 1 6 6 42 negro 1.41841 0.404677989105241
16555 1 14 5 6 6 22 negro 1.81917 0.519016403889271
16556 2 NA 4 6 10 26 negro 1.4873 0.424332578870866
16557 NA NA 2 NA 19 56 white 1.73932 0.496234882728215
16558 3 62 7 61 17 61 white 1.72419 0.491918233821931
16559 3 14 4 15 59 56 white 7.73363 2.20643525982189
16560 0 10 2 10 54 48 white 1.79483 0.512072105516571
16561 1 10 3 16 41 54 white 1.76006 0.502152086846941
16562 2 NA 4 NA 27 52 white 1.66988 0.4764233757849
16563 0 NA 2 NA NA 64 white 1.74617 0.49818921485036
16564 0 16 2 16 27 52 white 1.66988 0.4764233757849
16565 8 84 7 NA NA 26 white 1.87747 0.535649624724457
16566 1 14 4 24 59 59 white 1.56725 0.447142630427865
16567 1 14 1 17 19 32 white 1.51782 0.433040055712887
16568 1 14 1 17 NA 35 white 1.44874 0.413331258194969
16569 2 37 2 19 NA 60 white 1.84048 0.525096231264877
16570 2 14 4 6 17 48 white 1.53119 0.436854569650562
16571 NA 14 2 2 41 53 white 1.55967 0.444980026415332
16572 1 62 7 85 49 46 white 1.7941 0.511863833626182
16573 1 14 5 14 NA 52 white 1.68822 0.481655850400977
16574 NA 14 4 2 2 57 white 1.75969 0.50204652438195
16575 4 2 5 2 9 31 white 1.86236 0.531338681897361
16576 3 14 4 39 62 44 white 7.94096 2.26558732973199
16577 6 14 7 17 NA 48 white 2.42466 0.691765098288868
16578 1 15 4 6 6 26 other 1.76252 0.502853934587157
16579 2 14 3 6 20 51 white 1.72697 0.492711378829166
16580 4 2 6 2 2 26 white 1.87765 0.535700979437155
16581 4 19 4 19 19 50 white 1.6736 0.477484706514006
16582 1 14 5 17 40 62 white 1.60442 0.457747378600144
16583 2 14 5 7 33 43 white 1.55198 0.44278603896726
16584 2 14 2 6 15 62 white 1.48418 0.423442430517422
16585 4 11 5 44 39 26 white 1.44181 0.41135410175607
16586 1 14 4 17 85 57 white 1.63421 0.466246583551777
16587 2 14 2 6 6 54 negro 1.57613 0.449676129587667
16588 2 14 4 15 7 31 negro 2.00419 0.571803342464332
16589 2 14 4 17 19 64 white 1.57855 0.450366565169505
16590 4 14 4 7 6 21 white 1.5815 0.451208211849845
16591 2 13 5 24 59 23 white 1.55846 0.444634808624413
16592 2 19 3 33 60 52 white 1.61461 0.460654625946809
16593 4 14 7 62 85 41 white 1.58928 0.453427876654266
16594 2 14 5 7 15 44 white 1.52312 0.434552166697904
16595 4 2 6 7 NA 21 white 1.76759 0.504300425661503
16596 4 2 6 12 44 20 white 1.91282 0.54573511969056
16597 1 39 4 18 15 27 white 1.67844 0.478865577677682
16598 2 7 1 7 NA 63 white 1.72575 0.492363307998653
16599 4 14 3 17 14 47 white 2.64192 0.753750236516182
16600 3 14 4 7 NA 48 white 1.92111 0.548100289514294
16601 2 18 3 2 22 35 white 1.72394 0.491846907832072
16602 4 14 4 6 12 25 negro 1.91735 0.54702754662681
16603 3 14 7 7 53 45 white 3.68037 1.05002413319369
16604 2 14 3 11 5 59 negro 1.6694 0.47628642988437
16605 3 12 5 5 5 20 negro 2.06246 0.588428004180734
16606 3 14 4 6 19 54 white 7.57814 2.16207334716901
16607 2 14 6 9 33 60 white 1.73614 0.495327616137205
16608 4 14 2 12 7 40 negro 1.88689 0.538337188022355
16609 5 51 5 10 66 42 white 1.57833 0.450303798298429
16610 1 6 1 6 47 62 white 1.65453 0.472043960007539
16611 4 41 4 44 33 50 white 1.6736 0.477484706514006
16612 NA 14 5 29 50 43 white 1.66248 0.474312126485065
16613 4 14 6 51 61 52 white 1.62457 0.463496253382803
16614 3 14 4 15 24 55 white 1.55212 0.442825981521581
16615 1 14 4 19 33 26 white 1.62597 0.463895678926015
16616 2 14 3 3 NA 64 white 1.53411 0.437687657212118
16617 6 47 6 44 27 28 white 1.62688 0.464155305529102
16618 NA NA 4 6 14 54 white 1.52078 0.433884555432821
16619 4 4 5 24 68 41 white 1.74399 0.497567252218787
16620 2 47 6 NA 47 30 white 1.80022 0.513609893857937
16621 0 6 3 6 6 33 white 6.6979 1.91093738991405
16622 NA 14 0 14 14 57 white 1.59112 0.45395283593963
16623 NA 14 5 17 17 22 white 1.7462 0.498197773969143
16624 1 NA 1 17 6 28 white 1.82634 0.521062033278435
16625 6 47 5 12 41 60 white 3.22723 0.920741497014337
16626 1 24 1 6 6 27 white 1.47834 0.421776255394309
16627 0 14 2 6 19 57 white 1.61854 0.461775870507397
16628 NA 43 2 7 NA 54 white 1.92589 0.549464042440403
16629 4 15 5 NA NA 26 white 1.7217 0.491207826962933
16630 1 5 4 10 32 29 white 1.62778 0.464412079092596
16631 1 17 5 29 44 26 white 1.62869 0.464671705695684
16632 2 14 6 61 59 44 white 1.52481 0.435034330389353
16633 1 14 2 NA 15 26 white 1.7217 0.491207826962933
16634 0 14 3 17 6 28 white 1.7217 0.491207826962933
16635 0 14 2 17 20 36 white 1.51234 0.431476590015172
16636 5 33 7 82 82 31 white 1.79921 0.513321736858906
16637 3 15 5 52 47 54 white 3.40935 0.97270105410703
16638 4 47 6 NA NA 20 white 4.01018 1.14412023205565
16639 7 44 6 39 66 33 white 3.40998 0.972880795601476
16640 5 44 5 44 44 24 white 3.49255 0.996438343532201
16641 3 49 6 39 65 31 white 3.49466 0.997040334886613
16642 2 14 7 72 72 26 white 3.35878 0.958273232878294
16643 2 39 8 52 52 39 white 1.79646 0.512537150970453
16644 5 61 6 52 52 25 white 7.41944 2.11679560880633
16645 0 14 5 7 20 60 white 1.53094 0.436783243660703
16646 NA 14 4 6 44 57 white 1.63419 0.466240877472588
16647 1 14 7 48 48 27 white 1.75724 0.501347529681329
16648 2 33 6 69 61 38 white 11.57639 3.30278990298857
16649 2 NA 5 39 39 27 white 7.52943 2.14817619130482
16650 0 13 2 16 12 25 white 2.38678 0.680957784305389
16651 1 14 2 16 19 28 white 1.58543 0.452329456410433
16652 0 14 2 17 14 31 white 1.6096 0.459225253110029
16653 0 6 1 17 59 61 white 1.81416 0.517587031052491
16654 1 19 5 28 78 40 white 1.85954 0.530534124731749
16655 1 14 4 15 15 32 white 1.89968 0.541986225663556
16656 NA 14 4 19 36 31 white 1.68722 0.48137054644154
16657 2 19 4 4 8 29 negro 1.88655 0.538240184676146
16658 NA NA 0 3 NA 48 negro 15.73661 4.48971714111817
16659 NA 10 5 32 15 52 negro 5.94417 1.69589523656749
16660 4 41 4 16 27 39 white 1.63875 0.467541863527621
16661 1 14 3 19 19 41 white 1.50591 0.429642085555991
16662 3 14 4 22 19 58 white 1.54585 0.441037125695911
16663 1 10 5 10 27 29 white 1.75705 0.501293321929036
16664 1 61 3 15 64 38 white 1.72122 0.491070881062403
16665 NA 44 5 2 23 31 white 1.78383 0.508933761962762
16666 3 47 3 47 34 57 white 1.63948 0.46775013541801
16667 2 14 2 49 2 62 white 1.65453 0.472043960007539
16668 2 14 5 7 44 20 white 1.62158 0.462643194544086
16669 2 14 4 24 44 38 white 1.57833 0.450303798298429
16670 0 14 2 53 44 61 white 1.67563 0.478063873551663
16671 2 44 5 39 39 24 white 1.52314 0.434557872777093
16672 1 14 4 17 36 54 white 1.6404 0.468012615060693
16673 3 19 5 14 NA 25 white 1.72166 0.491196414804555
16674 NA 14 3 NA 19 63 white 1.61854 0.461775870507397
16675 NA 19 5 60 27 33 white 1.4897 0.425017308373515
16676 5 16 7 82 82 24 white 1.51461 0.432124230003094
16677 2 14 2 19 24 61 white 1.67563 0.478063873551663
16678 2 14 2 15 79 62 white 1.67563 0.478063873551663
16679 1 14 3 24 24 44 white 1.62591 0.463878560688448
16680 1 14 4 19 44 47 white 1.65559 0.472346382204543
16681 4 17 7 49 45 36 white 1.57833 0.450303798298429
16682 4 14 6 19 19 21 white 1.52314 0.434557872777093
16683 4 14 3 15 18 32 white 1.4897 0.425017308373515
16684 6 19 5 7 27 24 white 1.61741 0.461453477033233
16685 2 14 2 6 9 46 white 1.5329 0.4373424394212
16686 5 14 3 13 16 49 white 1.65783 0.472985463073682
16687 1 36 2 12 7 26 white 1.5667 0.446985713250175
16688 0 NA 2 17 33 35 white 1.51226 0.431453765698417
16689 1 NA 2 15 29 34 white 1.53115 0.436843157492185
16690 8 92 4 9 34 21 white 1.84405 0.526114766400067
16691 3 53 3 12 10 27 white 1.77319 0.505898127834351
16692 1 44 6 39 44 37 white 1.77514 0.506454470555253
16693 NA 16 4 16 62 61 white 1.82212 0.519858050569611
16694 2 18 6 67 23 35 white 2.8385 0.809835288862336
16695 0 14 5 61 17 53 white 1.68822 0.481655850400977
16696 4 33 5 15 62 40 white 1.91959 0.547666627495949
16697 7 84 5 48 NA 20 white 1.94365 0.554531040760007
16698 1 14 4 48 34 37 white 1.85734 0.529906456020987
16699 5 67 7 44 86 26 white 1.87747 0.535649624724457
16700 3 14 5 19 34 41 white 1.85734 0.529906456020987
16701 1 61 8 44 93 29 white 1.87747 0.535649624724457
16702 6 52 8 52 52 53 white 1.68616 0.481068124244536
16703 NA 14 2 14 14 60 white 1.73935 0.496243441846998
16704 NA 14 2 14 17 45 white 2.5413 0.725042952117616
16705 3 14 2 7 14 51 white 1.72697 0.492711378829166
16706 3 14 5 14 2 21 white 2.04584 0.583686252374889
16707 2 14 2 17 14 33 white 2.08401 0.594576304506604
16708 NA 14 2 NA 14 56 white 1.81092 0.516662646223915
16709 NA 14 1 NA 17 54 white 1.0583 0.30193718027233
16710 0 23 1 NA NA 60 white 1.67177 0.476962600268236
16711 NA NA 1 9 9 54 white 7.06629 2.0160405155311
16712 0 14 0 NA NA 54 white 8.13154 2.31996055832152
16713 2 NA 3 14 33 61 white 1.61854 0.461775870507397
16714 3 14 4 15 32 27 white 1.47917 0.422013057680642
16715 4 6 3 7 16 28 white 1.47834 0.421776255394309
16716 2 14 3 17 15 42 white 1.58573 0.452415047598264
16717 0 14 4 6 19 51 white 1.60812 0.458803003250062
16718 4 19 5 7 2 20 white 1.91495 0.546342817124161
16719 2 14 0 NA NA 39 negro 2.17741 0.621223694318034
16720 0 14 1 6 45 56 negro 1.24736 0.355876746843517
16721 1 9 7 8 8 30 negro 1.57268 0.448691830927609
16722 1 44 5 32 2 32 white 1.74795 0.498697055898158
16723 1 39 4 16 61 45 white 1.63218 0.465667416514119
16724 NA 14 5 2 40 41 white 1.59744 0.455755956963273
16725 3 14 5 14 49 37 white 1.51234 0.431476590015172
16726 NA NA 3 6 39 56 white 1.88552 0.537946321597926
16727 2 76 5 39 59 50 white 1.78251 0.508557160736305
16728 NA 16 4 19 34 61 white 1.84536 0.52648851458693
16729 2 16 2 16 NA 63 white 1.81416 0.517587031052491
16730 2 14 4 17 14 55 white 1.74618 0.498192067889954
16731 6 14 6 6 49 33 white 6.44451 1.83864421963227
16732 NA 14 5 6 15 24 white 8.31127 2.37123823895116
16733 NA 14 4 14 19 43 white 1.50591 0.429642085555991
16734 2 39 1 7 5 23 white 1.69496 0.483578799087583
16735 4 3 5 3 44 32 white 1.4897 0.425017308373515
16736 5 58 5 19 14 54 white 1.92413 0.548961907471794
16737 5 62 5 64 50 43 white 1.66248 0.474312126485065
16738 2 14 1 17 11 57 white 1.58428 0.45200135685708
16739 3 14 3 17 NA 62 white 1.84252 0.525678251342128
16740 NA 44 4 54 44 62 white 2.46264 0.702600942668291
16741 2 14 3 19 19 61 white 1.58566 0.452395076321103
16742 3 14 5 34 14 25 white 1.85564 0.529421439289944
16743 3 14 4 6 14 47 white 1.79631 0.512494355376538
16744 5 14 5 14 14 23 white 1.5855 0.452349427687593
16745 NA 6 4 6 11 30 negro 7.77323 2.2177332966156
16746 4 14 5 19 44 25 white 1.52433 0.434897384488823
16747 2 7 2 28 15 61 white 1.59145 0.454046986246244
16748 3 6 4 6 19 30 white 1.50172 0.428446661965949
16749 2 3 5 15 44 51 white 1.52234 0.434329629609543
16750 NA 14 0 6 14 58 white 7.47554 2.13280116093075
16751 NA NA 4 6 14 44 white 7.25375 2.06952359576719
16752 1 14 5 6 14 42 white 1.71799 0.490149349273421
16753 5 14 5 17 17 21 white 1.82265 0.520009261668112
16754 4 14 4 6 14 55 white 1.68158 0.479761432110314
16755 NA 14 4 6 15 45 white 1.74934 0.499093628401775
16756 NA 15 8 17 72 42 white 1.52481 0.435034330389353
16757 4 14 5 17 15 61 white 1.58742 0.452897211289713
16758 NA 60 4 47 65 59 white 1.58742 0.452897211289713
16759 3 14 4 6 33 49 white 1.63218 0.465667416514119
16760 5 14 5 44 24 36 white 1.58928 0.453427876654266
16761 2 33 4 33 33 45 white 1.61461 0.460654625946809
16762 NA 18 1 17 16 64 white 1.58742 0.452897211289713
16763 4 15 2 72 14 51 white 1.52078 0.433884555432821
16764 1 14 2 7 17 47 negro 1.74982 0.499230574302305
16765 0 14 1 6 20 52 negro 1.63749 0.467182380538731
16766 1 14 2 5 NA 44 white 1.96999 0.562045947051581
16767 2 65 2 9 6 51 white 1.79631 0.512494355376538
16768 2 14 2 17 15 33 white 1.78428 0.509062148744509
16769 1 14 4 NA NA 58 white 1.4885 0.42467494362219
16770 2 7 5 20 7 32 white 1.46461 0.417859032031237
16771 NA 15 1 15 NA 50 white 1.63037 0.465151016347538
16772 0 14 1 14 NA 64 white 1.41825 0.404632340471731
16773 1 14 4 17 24 53 white 1.5726 0.448669006610854
16774 2 14 2 14 24 47 white 1.5726 0.448669006610854
16775 2 26 5 16 7 20 white 1.86513 0.532128973865002
16776 1 NA 3 19 5 26 white 1.62597 0.463895678926015
16777 3 NA 2 17 15 38 white 1.54792 0.441627704891945
16778 1 14 2 14 6 21 negro 1.82891 0.521795264454189
16779 0 14 1 6 24 46 white 1.70772 0.487219277610001
16780 1 14 2 6 19 45 white 1.69613 0.483912604720125
16781 1 14 3 14 6 24 negro 2.35466 0.671793821128268
16782 0 14 3 6 33 50 negro 1.54964 0.442118427702177
16783 0 14 0 17 14 42 negro 1.58741 0.452894358250118
16784 2 14 1 17 NA 58 negro 1.50967 0.430714828443475
16785 2 14 4 6 3 25 negro 2.0571 0.586898774958151
16786 2 14 5 6 6 21 negro 2.35466 0.671793821128268
16787 NA 14 2 17 14 51 negro 1.5939 0.454745980946865
16788 1 14 2 14 6 21 negro 2.08988 0.5962510387485
16789 NA 62 6 2 2 50 white 1.67973 0.479233619785356
16790 2 61 7 61 61 52 white 1.66165 0.474075324198732
16791 2 14 7 22 64 35 white 1.5075 0.430095718851496
16792 6 40 4 19 44 44 white 1.65061 0.470925568486546
16793 1 14 2 7 18 58 white 1.53094 0.436783243660703
16794 2 19 2 NA 34 31 white 1.78383 0.508933761962762
16795 NA 14 1 9 6 52 negro 1.61639 0.461162466994607
16796 1 4 5 4 9 45 negro 1.62889 0.464728766487571
16797 1 14 3 6 11 35 negro 1.61404 0.460492002689929
16798 2 14 0 6 NA 55 negro 1.48122 0.422597930797488
16799 3 14 4 7 7 29 negro 2.15999 0.616253699344639
16800 1 4 1 4 24 46 white 1.63223 0.465681681712091
16801 3 61 4 7 15 23 white 1.4855 0.423819031743879
16802 NA 14 2 3 15 60 white 1.57855 0.450366565169505
16803 1 14 3 17 NA 53 white 1.44303 0.411702172586583
16804 1 14 3 32 NA 38 negro 1.64977 0.470685913160619
16805 NA 14 1 15 32 32 negro 1.49688 0.427065790802274
16806 1 6 4 6 NA 21 negro 1.98073 0.565110111575936
16807 4 19 3 18 NA 41 white 2.11171 0.602479224183013
16808 8 92 6 2 79 50 white 1.92553 0.549361333015006
16809 2 14 4 21 36 48 white 1.82144 0.519664043877193
16810 0 14 0 2 1 61 white 7.23436 2.0639915519937
16811 0 2 2 15 15 21 white 8.1831 2.3346708304701
16812 NA 2 2 10 6 27 white 2.48588 0.70923140668561
16813 2 45 2 45 14 38 white 1.46603 0.418264163653638
16814 3 7 4 15 23 20 white 1.61747 0.461470595270799
16815 2 14 2 11 61 50 white 1.65138 0.471145252535312
16816 1 14 2 12 5 63 white 1.73061 0.493749885241517
16817 1 14 5 19 14 55 white 1.7926 0.511435877687026
16818 2 2 2 5 NA 63 white 1.57181 0.448443616482899
16819 3 14 3 16 NA 63 white 1.58566 0.452395076321103
16820 2 19 5 22 52 41 white 1.52102 0.433953028383086
16821 3 27 5 39 44 25 white 1.88391 0.537486982223232
16822 2 17 6 66 15 25 white 1.70844 0.487424696460796
16823 3 2 6 18 59 34 white 6.26552 1.78757766393262
