# This data file is derived from:
# Peter M. Blau, Otis Dudley Duncan, David L. Featherman, and Robert M. Hauser. 
# OCCUPATIONAL CHANGES IN A GENERATION 1962 AND 1973 [Computer File].
# Madison, WI: University of Wisconsin [producer], 1983.
# Ann Arbor, MI: Inter-university Consortium for Political and Social Research
#  [distributor], 1994.

# the first value in each row is the case number, 1 to 20,700
# missing values are encoded as NA
# scaled.weight = 0.62*weight/mean(weight) where 0.62 is the design effect
#   for the survey

# for the definitions of the other variables, see the on-line supplemental
# Chapter 26 to Fox, Applied Regression Analysis and Generalized Linear Models,
# Third Edition.

education.father ses.father education ses.first ses age race weight scaled.weight
6075 2 14 2 6 9 55 white 3.62474 1.0341526739302
6076 1 14 4 17 3 36 white 2.86562 0.817572732242271
6077 4 24 5 15 22 32 white 1.84964 0.527709615533321
6078 2 40 3 26 45 49 white 3.35842 0.958170523452896
6079 5 59 6 15 27 23 white 3.55831 1.01519993190479
6080 1 11 5 18 44 42 white 3.16724 0.903626112487703
6081 3 39 5 32 27 45 white 3.19282 0.910924187770105
6082 5 27 6 65 44 21 white 3.98309 1.1363913477945
6083 6 17 7 39 65 39 white 3.14565 0.897466400003455
6084 2 7 5 17 44 42 white 3.32268 0.947973759942613
6085 2 14 6 26 61 46 white 3.35842 0.958170523452896
6086 2 7 6 10 84 39 white 3.14565 0.897466400003455
6087 6 51 7 44 61 34 white 3.18832 0.909640319952638
6088 3 44 6 49 49 31 white 1.62321 0.463108239997968
6089 2 NA 2 4 19 63 white 1.3614 0.388412810377729
6090 3 14 3 72 22 62 white 1.70396 0.486146534722518
6091 4 NA 5 32 84 31 white 1.73876 0.49607511251093
6092 3 14 2 17 43 62 white 1.73791 0.495832604145409
6093 5 NA 2 9 15 46 white 1.73382 0.494665710951311
6094 5 22 5 39 39 20 white 1.7821 0.508440186112936
6095 4 21 4 13 17 33 negro 1.59566 0.455248115915475
6096 3 17 3 15 9 56 white 1.81508 0.517849510695173
6097 3 NA 4 37 37 31 negro 1.78187 0.508374566202266
6098 2 29 6 29 61 52 white 1.85285 0.528625441243114
6099 3 14 3 3 4 38 white 1.60872 0.458974185625724
6100 3 22 5 15 7 32 white 1.63054 0.465199518020642
6101 3 4 5 15 37 49 white 1.83291 0.522936480291937
6102 3 4 4 32 19 41 white 1.61462 0.460657478986403
6103 5 67 6 84 49 50 white 6.85668 1.95623795259348
6104 3 47 4 15 9 53 white 1.62395 0.463319364927952
6105 3 19 5 16 NA 32 white 6.70386 1.9126378015123
6106 5 61 5 NA NA 23 white 1.8142 0.517598443210868
6107 3 14 5 15 56 45 white 1.81836 0.518785307682127
6108 1 17 4 17 49 56 white 1.59085 0.453875803870582
6109 3 59 8 52 52 37 white 3.0494 0.87000589390763
6110 2 44 6 44 44 50 white 1.63978 0.467835726605842
6111 3 68 7 87 59 39 white 1.80628 0.515338835852126
6112 NA NA 3 18 49 48 white 1.73568 0.495196376315864
6113 2 NA 5 32 26 44 white 1.80628 0.515338835852126
6114 3 44 5 18 49 26 white 1.82584 0.520919381298717
6115 3 22 8 52 65 57 white 1.84551 0.526531310180845
6116 4 29 5 29 29 48 white 1.71646 0.489712834215482
6117 5 33 7 44 33 56 white 1.6969 0.484132288768891
6118 0 14 1 2 7 50 negro 6.3896 1.82297817921958
6119 3 NA 2 6 7 22 negro 8.66436 2.47197621398882
6120 NA NA 1 14 17 46 negro 6.84494 1.95288848410969
6121 2 11 5 11 15 51 negro 6.79241 1.93790146712046
6122 5 4 5 NA 11 21 negro 8.50927 2.42772842291971
6123 1 24 4 44 15 31 white 3.07864 0.878348181681572
6124 3 NA 6 44 44 33 white 3.07864 0.878348181681572
6125 4 14 6 6 NA 34 white 3.05571 0.871806161891678
6126 4 71 5 39 NA 37 white 3.2375 0.923671568677757
6127 2 33 7 5 75 43 white 1.52179 0.434172712431853
6128 3 14 3 17 14 50 white 1.5697 0.447841625128486
6129 NA 14 3 6 14 56 white 1.83147 0.522525642590348
6130 3 14 7 14 66 43 white 1.89263 0.539974832749524
6131 3 14 3 6 14 46 white 1.92601 0.549498278915536
6132 3 14 4 17 14 52 white 1.79798 0.512970812988798
6133 3 14 5 6 6 32 white 1.71437 0.489116548940258
6134 7 47 6 60 39 34 white 1.52947 0.43636384684033
6135 5 6 5 15 15 46 white 7.08778 2.02217169761941
6136 8 52 8 64 81 31 white 1.54018 0.439419452245902
6137 NA NA 5 16 24 49 white 7.3623 2.10049334056409
6138 4 14 5 15 18 33 white 1.53932 0.439174090840786
6139 7 18 5 16 27 55 white 1.60625 0.458269484845914
6140 5 9 4 44 NA 64 white 1.57711 0.449955727467916
6141 5 79 7 44 78 59 white 1.59722 0.455693190092197
6142 3 2 6 15 27 37 white 1.66133 0.473984026931712
6143 3 32 5 44 15 36 white 1.65284 0.471561796316091
6144 6 61 7 50 87 57 white 1.66288 0.47442624806884
6145 6 79 5 39 82 46 white 1.67921 0.479085261726448
6146 3 33 7 50 79 49 white 1.67921 0.479085261726448
6147 1 40 4 7 33 30 white 1.81787 0.518645508742003
6148 4 64 3 14 7 59 white 1.59722 0.455693190092197
6149 3 24 4 16 8 26 white 2.21333 0.631471812541016
6150 0 2 5 2 7 36 white 1.60027 0.45656336716848
6151 0 2 4 7 7 36 white 2.86562 0.817572732242271
6152 5 19 1 22 34 51 white 1.63967 0.467804343170304
6153 2 16 3 31 28 57 white 1.50239 0.428637815618772
6154 2 14 3 6 14 60 white 1.50239 0.428637815618772
6155 5 22 8 44 78 43 white 1.49564 0.426712013892571
6156 6 71 4 22 50 56 white 1.53944 0.439208327315918
6157 5 51 5 44 27 58 white 1.5085 0.430381022810933
6158 3 34 3 9 34 38 white 1.48545 0.423804766545907
6159 3 15 4 17 5 28 white 1.68162 0.479772844268692
6160 NA 52 5 32 64 41 white 1.4977 0.427299740049012
6161 3 23 6 22 60 47 white 1.58592 0.452469255350557
6162 5 2 6 41 22 55 white 1.68752 0.481456137629371
6163 0 NA 0 16 33 56 white 1.7609 0.502391742172869
6164 2 65 7 64 59 50 white 1.83291 0.522936480291937
6165 1 14 3 12 9 47 negro 1.81747 0.518531387158228
6166 2 14 3 3 37 53 negro 8.63123 2.46252409381267
6167 2 7 4 19 3 36 negro 1.74946 0.499127864876908
6168 NA 2 4 2 7 45 negro 3.89566 1.11144722262091
6169 5 15 3 15 27 61 white 1.60636 0.458300868281452
6170 1 NA 1 6 19 30 white 1.85367 0.528859390489853
6171 4 33 5 3 33 42 white 1.57024 0.447995689266583
6172 NA 2 3 2 54 54 white 7.29035 2.07996572068259
6173 2 36 6 27 33 47 white 1.73568 0.495196376315864
6174 2 14 1 9 NA 57 white 1.81572 0.518032105229213
6175 6 15 5 17 23 39 white 1.86678 0.532599725398074
6176 1 29 3 44 65 55 white 1.59085 0.453875803870582
6177 5 44 5 22 29 38 white 1.86678 0.532599725398074
6178 6 14 4 14 33 53 white 1.62395 0.463319364927952
6179 NA 3 4 14 7 44 white 7.6265 2.17587064664739
6180 3 12 6 52 52 42 white 1.80628 0.515338835852126
6181 3 33 6 44 44 31 white 1.85367 0.528859390489853
6182 2 15 5 44 44 49 white 1.74545 0.497983795999565
6183 3 14 3 6 17 47 white 1.87927 0.536163171851443
6184 3 NA 4 9 9 40 white 1.74766 0.498614317749921
6185 6 14 3 2 79 61 white 1.6969 0.484132288768891
6186 3 44 5 17 17 32 white 1.52786 0.435904507465636
6187 4 66 6 61 62 35 white 1.61011 0.459370758129341
6188 3 31 4 42 44 53 white 1.69799 0.484443270084678
6189 5 2 4 19 19 28 white 1.5162 0.432577863298599
6190 4 27 3 17 18 24 white 1.56215 0.445687580234736
6191 2 11 4 44 27 45 white 3.3846 0.965639781110961
6192 0 14 3 2 16 35 white 1.509 0.430523674790652
6193 3 17 7 10 64 55 white 1.59074 0.453844420435044
6194 1 9 3 15 9 52 white 1.63967 0.467804343170304
6195 NA 8 1 9 9 52 white 1.76667 0.504037946018821
6196 4 2 4 7 15 32 white 1.71869 0.490349062045027
6197 2 15 3 28 54 57 white 1.59722 0.455693190092197
6198 4 33 5 36 49 20 white 1.99154 0.568194247377452
6199 5 24 5 7 34 21 white 1.62079 0.46241780441613
6200 3 14 5 39 24 32 white 1.63054 0.465199518020642
6201 3 27 5 19 51 40 white 1.64398 0.469034003235478
6202 NA 14 4 26 33 42 white 2.15763 0.615580382000367
6203 2 33 4 12 31 33 white 2.04268 0.582784691863067
6204 3 14 4 21 21 40 white 2.18037 0.622068194037968
6205 2 17 2 11 37 61 white 1.69816 0.484491771757782
6206 3 19 3 22 53 55 white 1.59085 0.453875803870582
6207 5 22 4 20 19 21 white 2.0455 0.58358924902868
6208 NA 33 5 40 54 46 white 15.35499 4.38083944411777
6209 NA 2 3 NA 9 35 white 3.65979 1.04415257770847
6210 6 60 6 25 49 25 white 3.65202 1.04193576594364
6211 4 15 5 17 67 30 white 15.66201 4.46843346574416
6212 2 23 3 31 34 60 white 13.56479 3.87008829593339
6213 2 22 4 31 31 20 white 14.87177 4.24297486483855
6214 5 17 3 11 44 23 white 1.56021 0.445134090553428
6215 3 NA 6 6 44 50 white 1.69748 0.484297765065365
6216 6 44 6 NA NA 20 white 1.84032 0.525050582631367
6217 3 17 5 33 47 36 white 1.57282 0.44873177348193
6218 6 83 8 82 82 36 white 1.57282 0.44873177348193
6219 2 19 5 8 84 44 white 1.66805 0.47590126953913
6220 5 53 6 19 54 40 white 1.57282 0.44873177348193
6221 0 14 3 17 9 34 white 1.59584 0.455299470628173
6222 NA 19 5 28 39 30 white 1.88672 0.53828868634925
6223 1 39 3 12 17 55 white 1.74875 0.498925299065707
6224 2 19 4 39 15 61 negro 2.00773 0.572813318480739
6225 2 17 5 45 17 21 white 2.29443 0.654609963651369
6226 1 14 2 6 17 38 white 1.77775 0.507199113889384
6227 4 12 4 53 24 53 negro 1.93554 0.552217225648972
6228 5 21 4 52 52 20 negro 2.36298 0.674167550070785
6229 1 10 2 5 6 30 negro 1.81887 0.51893081270144
6230 4 17 5 44 44 29 negro 1.87944 0.536211673524548
6231 4 66 4 15 58 38 white 1.82291 0.520083440697566
6232 4 4 4 4 24 36 negro 2.0235 0.577312561921063
6233 NA 2 2 2 10 30 white 1.80288 0.51436880239004
6234 2 14 3 7 59 59 white 1.84809 0.527267394396193
6235 3 59 5 20 70 34 white 1.96929 0.561846234279975
6236 7 66 6 49 37 33 white 1.68971 0.482080953300538
6237 1 66 5 29 77 31 white 1.80187 0.514080645391008
6238 3 17 5 44 54 27 white 1.77581 0.506645624208076
6239 3 19 4 17 33 48 white 1.71507 0.489316261711864
6240 3 19 4 44 44 50 white 2.29047 0.653480159971997
6241 2 17 5 12 86 31 white 1.68971 0.482080953300538
6242 0 14 3 17 27 40 white 1.74656 0.49830048339454
6243 2 14 2 6 15 31 white 1.6915 0.482591647387931
6244 2 14 2 6 15 21 white 2.29443 0.654609963651369
6245 1 14 2 11 11 27 white 2.18019 0.622016839325269
6246 5 19 5 19 23 36 white 1.77775 0.507199113889384
6247 4 21 4 32 27 29 white 1.77481 0.506360320248639
6248 4 22 5 11 22 25 white 1.93924 0.553272850298889
6249 3 33 5 6 33 43 white 1.6671 0.475630230777664
6250 4 NA 5 44 24 40 white 1.82291 0.520083440697566
6251 2 21 3 39 17 37 white 1.7631 0.50301941088363
6252 3 24 6 67 65 29 white 1.77481 0.506360320248639
6253 5 19 4 19 21 20 white 1.86196 0.531224560313586
6254 3 14 4 6 33 56 white 1.74875 0.498925299065707
6255 7 51 8 80 92 55 white 1.80099 0.513829577906704
6256 5 65 8 67 66 60 white 1.76121 0.502480186400294
6257 5 39 4 25 68 40 white 1.82291 0.520083440697566
6258 NA 5 2 3 12 63 white 1.84809 0.527267394396193
6259 3 44 5 12 24 53 white 1.78514 0.509307510149625
6260 3 14 5 9 19 27 white 1.84798 0.527236010960655
6261 8 84 7 21 84 50 white 1.89944 0.541917752713291
6262 1 21 3 21 39 44 white 1.6671 0.475630230777664
6263 2 37 3 44 NA 63 white 1.81685 0.518354498703377
6264 0 8 2 32 59 47 white 1.71507 0.489316261711864
6265 3 14 4 15 43 59 white 1.7658 0.503789731574111
6266 2 44 4 19 33 37 white 1.86147 0.531084761373462
6267 4 82 8 52 66 35 white 1.77775 0.507199113889384
6268 3 14 8 72 65 31 white 1.88672 0.53828868634925
6269 2 14 8 27 64 40 white 1.86147 0.531084761373462
6270 5 24 8 84 84 34 white 1.84763 0.527136154574852
6271 4 71 7 84 53 30 white 1.80187 0.514080645391008
6272 2 14 5 26 24 51 white 2.29623 0.655123510778355
6273 2 21 5 17 78 35 white 1.66886 0.476132365746274
6274 5 27 5 21 82 43 white 1.6671 0.475630230777664
6275 1 2 3 7 44 48 white 1.72325 0.49165004810006
6276 3 14 3 17 11 49 white 1.62073 0.462400686178564
6277 2 17 4 17 19 47 white 3.57204 1.01911715526786
6278 3 14 4 21 17 38 white 1.56339 0.446041357144438
6279 NA NA 4 NA 27 28 white 7.46869 2.13084682880861
6280 7 0 5 27 22 59 white 1.8093 0.516200453809626
6281 NA NA 0 61 9 55 negro 7.47929 2.13387105077864
6282 7 NA 5 9 7 39 negro 7.44733 2.12475273623503
6283 0 27 5 44 59 60 white 7.15574 2.04156095470276
6284 5 39 6 44 17 26 white 2.05394 0.58599721444633
6285 4 39 8 NA NA 25 white 1.93394 0.551760739313872
6286 5 19 4 44 19 53 white 1.81474 0.517752507348964
6287 2 21 4 8 24 42 white 7.86635 2.24430080131839
6288 0 13 4 12 15 32 white 8.59507 2.45220750263942
6289 NA 22 4 26 79 55 white 1.5877 0.452977096398355
6290 3 34 4 39 41 23 white 1.81078 0.516622703669593
6291 0 14 2 14 21 38 white 1.67916 0.479070996528476
6292 0 9 4 9 10 59 white 3.98038 1.13561817406442
6293 3 19 5 48 44 28 white 1.8222 0.519880874886365
6294 0 14 2 17 11 39 white 1.86309 0.53154695378775
6295 3 36 3 45 6 61 white 1.69478 0.483527444374885
6296 3 32 4 12 27 48 white 7.31387 2.08667606980855
6297 1 21 5 21 21 49 white 15.08189 4.30292293279548
6298 0 14 3 45 22 53 white 1.63652 0.466905635698076
6299 3 54 6 51 NA 61 white 1.69478 0.483527444374885
6300 6 78 6 NA 58 20 white 2.04144 0.582430914953365
6301 5 37 5 21 70 43 white 1.80269 0.514314594637747
6302 5 36 7 44 82 39 white 1.86309 0.53154695378775
6303 6 82 7 44 70 40 white 1.86309 0.53154695378775
6304 4 19 4 44 21 54 white 0.68034 0.194103695763467
6305 3 14 2 15 16 41 white 7.71081 2.19992462346753
6306 NA 7 4 6 79 52 white 1.72325 0.49165004810006
6307 5 29 5 50 50 28 white 7.07802 2.0193871309753
6308 3 11 4 69 44 38 white 1.56174 0.445570605611367
6309 2 9 4 53 53 28 white 2.05394 0.58599721444633
6310 NA 14 2 39 23 41 white 1.86309 0.53154695378775
6311 3 33 4 15 15 32 white 1.58292 0.451613343472245
6312 2 12 5 33 22 48 white 1.81715 0.518440089891208
6313 NA 2 4 21 19 30 white 7.8154 2.22976456458506
6314 5 NA 6 21 79 60 white 1.60316 0.457387895611253
6315 3 14 4 7 9 29 white 1.8222 0.519880874886365
6316 0 14 4 69 51 36 white 7.53688 2.15030170580263
6317 3 14 3 14 19 41 white 1.72072 0.490928229082684
6318 3 21 5 12 19 20 white 2.04144 0.582430914953365
6319 0 14 2 24 24 40 white 1.78505 0.509281832793276
6320 3 50 5 21 54 29 white 1.82322 0.520171884924991
6321 6 44 4 39 70 26 white 7.69454 2.19528272804749
6322 NA 21 5 40 22 38 white 7.86635 2.24430080131839
6323 4 54 5 27 24 51 white 1.73223 0.494212077655806
6324 4 19 4 19 65 39 white 1.7045 0.486300598860614
6325 1 NA 0 21 13 37 white 3.04333 0.868274098873846
6326 NA 14 4 17 17 64 white 6.71087 1.91463778226795
6327 2 17 1 10 31 40 white 1.7004 0.485130852626921
6328 1 13 3 44 24 35 white 1.75737 0.501384619196055
6329 4 50 5 17 66 35 white 1.75737 0.501384619196055
6330 3 39 6 44 61 51 white 1.64315 0.468797200949145
6331 3 14 1 21 27 41 white 1.75737 0.501384619196055
6332 5 27 6 NA 12 20 white 1.92563 0.549389863410949
6333 2 10 3 11 21 54 white 1.6279 0.464446315567728
6334 4 NA 5 6 4 41 negro 1.68655 0.481179392788717
6335 3 NA 5 17 44 37 negro 1.8039 0.514659812428666
6336 2 27 5 39 33 45 white 1.65897 0.47331070958744
6337 7 78 4 22 5 48 white 1.67702 0.478460446055281
6338 1 14 7 37 56 63 white 1.61025 0.459410700683663
6339 3 14 4 17 28 42 white 1.59007 0.453653266782221
6340 1 14 3 NA 7 40 negro 1.84888 0.527492784524149
6341 8 52 5 21 53 37 negro 1.73565 0.495187817197081
6342 2 14 2 6 16 53 negro 1.78081 0.508072144005262
6343 0 14 5 11 19 51 negro 1.89121 0.539569701127123
6344 NA NA 4 21 9 44 white 1.55516 0.44369330555827
6345 3 17 5 44 37 42 white 1.62924 0.464828622873374
6346 5 NA 5 16 58 48 white 1.59213 0.454240992938662
6347 3 18 5 44 40 33 white 1.49276 0.425890338489393
6348 NA NA 4 15 17 44 white 1.64795 0.470166659954443
6349 2 14 1 7 8 47 white 1.6279 0.464446315567728
6350 1 18 2 21 22 31 white 1.31507 0.375194677937006
6351 1 17 5 21 61 31 white 1.49276 0.425890338489393
6352 1 33 5 21 40 46 white 1.64014 0.467938436031239
6353 5 32 5 44 45 22 white 2.02509 0.577766195216568
6354 4 66 4 33 13 37 white 1.58155 0.451222477047817
6355 5 NA 5 44 17 36 white 1.51531 0.4323239427747
6356 4 22 4 9 49 27 white 1.48135 0.422635020312215
6357 5 50 4 32 22 41 white 1.58155 0.451222477047817
6358 3 58 5 3 44 38 white 1.62924 0.464828622873374
6359 0 22 5 50 33 40 white 1.51531 0.4323239427747
6360 0 19 5 16 44 45 white 1.59213 0.454240992938662
6361 5 21 6 22 39 20 white 2.02509 0.577766195216568
6362 2 22 5 19 62 49 white 1.67702 0.478460446055281
6363 0 23 2 50 19 63 white 1.6077 0.458683175587098
6364 1 14 6 44 44 52 white 1.6279 0.464446315567728
6365 0 NA 5 22 17 36 white 1.51531 0.4323239427747
6366 1 11 3 17 10 62 white 1.62185 0.462720226613134
6367 4 13 5 44 56 34 white 1.55947 0.444922965623444
6368 7 82 4 10 10 46 white 1.64014 0.467938436031239
6369 4 7 4 2 33 37 white 1.47278 0.420189965379838
6370 NA 77 7 17 60 31 white 1.50478 0.429319692081827
6371 5 79 6 21 56 32 white 1.50393 0.429077183716305
6372 6 65 4 41 65 40 white 1.55516 0.44369330555827
6373 0 14 3 6 9 54 white 1.64014 0.467938436031239
6374 2 27 3 84 82 57 white 1.62015 0.46223520988209
6375 6 12 6 21 86 33 white 1.69777 0.484380503213602
6376 1 16 6 12 44 62 white 2.23897 0.638787006060984
6377 0 12 4 17 44 37 white 1.48464 0.423573670338763
6378 6 39 5 21 32 28 white 1.53606 0.438243999933021
6379 4 56 4 32 44 45 white 1.64376 0.468971236364401
6380 3 14 3 15 15 32 white 1.49276 0.425890338489393
6381 1 6 3 2 44 34 white 1.49434 0.426341118745303
6382 2 14 4 NA 22 47 white 1.74144 0.496839727122222
6383 1 17 3 7 16 51 white 1.81456 0.517701152636266
6384 3 18 5 21 21 20 white 1.9486 0.555943295359221
6385 3 23 3 6 50 49 white 1.81456 0.517701152636266
6386 3 16 2 5 44 49 white 1.83429 0.523330199755961
6387 3 14 5 6 NA 36 white 1.51531 0.4323239427747
6388 2 8 7 24 79 33 white 1.50393 0.429077183716305
6389 5 50 5 67 44 20 white 3.24976 0.927169395220456
6390 1 13 5 45 47 37 white 1.61678 0.461273735538787
6391 NA NA 5 44 11 24 white 1.94808 0.555794937300313
6392 4 19 4 21 17 47 white 1.63595 0.466743012441197
6393 4 17 5 50 22 22 white 1.71378 0.48894821960419
6394 6 33 2 17 17 35 white 1.53849 0.438937288554453
6395 1 14 4 39 23 47 white 1.63595 0.466743012441197
6396 5 13 6 39 NA 20 negro 2.34481 0.668983577127812
6397 3 19 4 8 32 44 negro 2.27308 0.648518724117385
6398 4 NA 4 8 49 47 negro 2.38076 0.679240254469577
6399 4 49 5 16 NA 26 negro 1.54692 0.441342400932508
6400 0 14 3 23 21 42 negro 1.98064 0.565084434219587
6401 0 NA 1 15 11 43 negro 1.92132 0.548160203345775
6402 4 NA 4 7 21 46 negro 4.29038 1.22406240148994
6403 4 NA 5 5 13 35 negro 1.85935 0.530479916979456
6404 2 2 3 44 10 54 white 1.60388 0.457593314462048
6405 3 38 4 44 38 55 white 1.56237 0.445750347105812
6406 2 14 5 17 66 26 white 2.16502 0.617688778260608
6407 2 14 4 6 22 48 white 1.58841 0.453179662209555
6408 2 21 5 21 NA 40 white 1.73238 0.494254873249721
6409 1 14 1 21 27 60 white 1.55603 0.443941520002981
6410 3 21 5 19 31 45 white 1.63595 0.466743012441197
6411 2 54 5 41 73 64 white 1.61487 0.460728804976262
6412 3 NA 3 12 19 55 white 1.62657 0.464066861301677
6413 3 31 3 44 19 31 white 1.55936 0.444891582187906
6414 3 19 4 18 22 21 white 1.94808 0.555794937300313
6415 1 19 5 19 53 42 white 1.54906 0.441952951405704
6416 4 14 5 17 27 34 white 1.68117 0.479644457486945
6417 5 59 7 52 52 58 white 1.37567 0.392484097878897
6418 6 79 8 84 66 40 white 1.54012 0.439402334008336
6419 0 17 8 44 93 59 white 1.61169 0.459821538385252
6420 4 47 6 39 65 49 white 1.64255 0.468626018573483
6421 6 61 8 33 NA 23 white 1.80017 0.513595628659965
6422 3 44 4 44 53 42 white 1.54012 0.439402334008336
6423 3 14 3 22 61 38 white 1.53849 0.438937288554453
6424 3 44 3 12 82 61 white 1.61487 0.460728804976262
6425 NA 19 3 17 15 57 white 1.55603 0.443941520002981
6426 3 16 4 21 18 46 white 1.55942 0.444908700425473
6427 4 7 8 92 92 44 white 1.61678 0.461273735538787
6428 3 10 5 48 27 41 white 1.61678 0.461273735538787
6429 5 49 5 25 67 28 white 1.65593 0.472443385550751
6430 3 19 7 12 62 32 white 1.55936 0.444891582187906
6431 5 27 4 7 65 36 white 1.53849 0.438937288554453
6432 3 59 7 44 84 49 white 1.64255 0.468626018573483
6433 1 33 5 22 15 34 white 1.57007 0.447947187593478
6434 2 59 7 72 59 54 white 1.64255 0.468626018573483
6435 NA 33 4 19 79 46 white 1.63595 0.466743012441197
6436 4 79 8 11 NA 22 white 1.80017 0.513595628659965
6437 3 21 5 21 27 39 white 1.61678 0.461273735538787
6438 5 15 4 32 32 21 white 1.5854 0.45232089729165
6439 2 14 5 7 50 32 white 1.55936 0.444891582187906
6440 5 23 4 41 67 32 white 1.68117 0.479644457486945
6441 1 45 5 13 38 39 white 1.55119 0.442560648839305
6442 1 NA 4 NA 18 42 white 1.57786 0.450169705437494
6443 4 37 4 39 34 29 white 2.16502 0.617688778260608
6444 4 54 5 9 19 38 white 1.53849 0.438937288554453
6445 1 8 2 8 NA 54 white 1.75541 0.500825423435559
6446 3 17 5 17 17 27 white 1.75148 0.499704178874971
6447 3 2 4 3 17 33 white 1.68117 0.479644457486945
6448 3 15 3 6 23 29 white 1.65593 0.472443385550751
6449 3 50 6 67 87 47 white 1.64255 0.468626018573483
6450 4 50 4 24 27 45 white 1.62759 0.464357871340303
6451 NA NA 3 2 22 30 white 1.56102 0.445365186760572
6452 NA 14 4 3 17 29 white 1.65593 0.472443385550751
6453 0 2 3 2 24 41 white 1.64938 0.470574644616438
6454 3 19 7 62 84 59 white 1.62657 0.464066861301677
6455 3 14 5 3 24 35 negro 1.92132 0.548160203345775
6456 0 6 4 7 11 45 other 2.94154 0.839233008842739
6457 NA 14 3 16 29 53 negro 1.89789 0.541475531576163
6458 5 19 4 28 66 59 white 1.74875 0.498925299065707
6459 2 2 4 2 21 40 white 1.69565 0.483775658819595
6460 NA NA 5 44 24 51 white 1.89944 0.541917752713291
6461 NA 14 2 17 NA 64 white 1.80099 0.513829577906704
6462 NA NA 3 NA 11 42 white 1.86228 0.531315857580606
6463 2 14 3 7 NA 28 white 1.78335 0.508796816062232
6464 4 39 3 16 16 60 white 1.76121 0.502480186400294
6465 6 34 4 23 28 50 white 1.79676 0.512622742158285
6466 1 29 3 20 12 54 negro 1.95822 0.558687919449006
6467 NA NA 4 17 4 37 negro 1.68062 0.479487540309255
6468 0 17 4 19 16 52 white 1.89944 0.541917752713291
6469 5 82 5 19 17 23 white 1.84654 0.526825173259066
6470 3 21 5 17 40 33 white 1.68971 0.482080953300538
6471 3 53 5 60 66 40 white 1.82291 0.520083440697566
6472 NA 29 2 16 12 58 white 1.76121 0.502480186400294
6473 2 5 1 17 13 54 white 1.89944 0.541917752713291
6474 4 44 5 44 65 31 white 1.88672 0.53828868634925
6475 5 21 5 19 26 37 white 1.82291 0.520083440697566
6476 0 27 6 21 72 36 white 1.6671 0.475630230777664
6477 2 17 5 12 26 31 white 1.68971 0.482080953300538
6478 3 15 5 9 44 37 white 1.74656 0.49830048339454
6479 6 18 6 17 73 41 white 1.78482 0.509216212882605
6480 5 21 6 39 78 39 white 1.74656 0.49830048339454
6481 4 52 6 17 17 48 white 1.78514 0.509307510149625
6482 6 38 6 28 NA 20 white 2.12021 0.604904307838229
6483 6 85 8 84 66 38 white 1.6995 0.484874079063428
6484 4 21 5 11 NA 26 white 1.81218 0.517022129212805
6485 2 14 3 21 29 40 white 1.80269 0.514314594637747
6486 1 39 4 6 49 35 white 3.04333 0.868274098873846
6487 NA 2 4 11 16 46 white 1.81474 0.517752507348964
6488 3 NA 5 15 15 48 negro 1.42886 0.407659415481359
6489 3 7 7 19 44 36 negro 1.84908 0.527549845316036
6490 2 14 2 9 17 46 negro 1.6613 0.473975467812929
6491 8 92 5 17 17 43 white 1.84527 0.52646283723058
6492 2 14 2 21 21 31 negro 1.81114 0.516725413094991
6493 1 14 6 32 53 61 white 1.67344 0.477439057880496
6494 5 29 3 22 44 56 white 1.68813 0.481630173044628
6495 4 11 2 21 17 49 white 1.73223 0.494212077655806
6496 NA 5 4 21 NA 56 white 1.8121 0.51699930489605
6497 NA NA 4 21 17 40 white 1.80269 0.514314594637747
6498 1 14 3 9 22 50 white 1.92592 0.549472601559186
6499 1 14 2 13 6 54 white 2.45367 0.70004176615214
6500 0 14 5 41 60 52 white 1.92592 0.549472601559186
6501 2 7 5 45 31 47 white 1.81474 0.517752507348964
6502 3 14 3 7 22 59 white 1.5877 0.452977096398355
6503 7 65 8 54 54 30 white 1.84998 0.52780661887953
6504 3 17 5 17 32 37 white 1.86309 0.53154695378775
6505 3 14 1 17 50 54 white 1.72325 0.49165004810006
6506 1 50 6 NA NA 20 white 1.88644 0.538208801240608
6507 1 51 4 3 49 57 white 1.69478 0.483527444374885
6508 NA 14 3 6 NA 61 negro 2.53841 0.724218423674843
6509 NA NA 4 2 17 60 negro 1.75846 0.501695600511842
6510 NA 17 4 18 NA 24 negro 2.21038 0.630630165860677
6511 3 NA 4 22 17 36 negro 3.30899 0.944067948737918
6512 0 14 1 3 21 53 negro 2.04208 0.582613509487405
6513 1 10 2 6 18 61 negro 1.27243 0.363029317106606
6514 3 19 5 21 50 56 white 1.5877 0.452977096398355
6515 NA 25 3 15 17 32 negro 1.72765 0.492905385521584
6516 NA 6 3 11 10 51 negro 1.85212 0.528417169352725
6517 2 14 2 11 27 62 negro 1.93731 0.552722213657175
6518 NA NA 4 21 40 36 white 1.82522 0.520742492843866
6519 3 44 4 26 26 43 white 1.78505 0.509281832793276
6520 3 32 3 64 NA 61 white 1.75629 0.501076490919863
6521 1 15 5 34 53 28 white 1.8222 0.519880874886365
6522 4 39 5 49 62 27 white 1.8222 0.519880874886365
6523 1 7 1 10 6 49 white 1.72325 0.49165004810006
6524 2 NA 4 44 27 48 white 1.72325 0.49165004810006
